,title,recipe_amount,recipe_link,recipe_image_link
126,Imbierinis karštas šokoladas,2 asm.,https://www.15min.lt/maistas/receptas/imbierinis-karstas-sokoladas-7782,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NDUzNTEyJmRhdGU9MjAxOSUyRjAxJTJGMjQsMzY1NjI0NDg5Mg==/karstas-sokoladas-5c4979fed2386.jpg
127,Apelsininis karštas šokolado gėrimas,4 asm.,https://www.15min.lt/maistas/receptas/apelsininis-karstas-sokolado-gerimas-7780,https://s1.15min.lt/static/cache/MjIweDIwMCw3NTB4NTAyLDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDQ1MzUxMCZkYXRlPTIwMTklMkYwMSUyRjI0LDEzMDAyNTU4ODk=/karstas-sokoladas-5c4979fe68a19.jpg
128,Kiaulienos išpjovos medalionai su karamelizuotais šalotiniais svogūnais,4 asm.,https://www.15min.lt/maistas/receptas/kiaulienos-ispjovos-medalionai-su-karamelizuotais-salotiniais-svogunais-7778,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NDY5MjUwJmRhdGU9MjAxOSUyRjAyJTJGMDEsMzk3ODQ1ODYzOA==/kiaulienos-ispjovos-medalionai-su-karamelizuotais-salotiniais-svogunais-5c5440c36f54f.jpg
129,Naminiai šokoladiniai saldainiai su migdolais ir slyvomis,6 asm.,https://www.15min.lt/maistas/receptas/naminiai-sokoladiniai-saldainiai-su-migdolais-ir-slyvomis-7776,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NDY5MjQ4JmRhdGU9MjAxOSUyRjAyJTJGMDEsMzc1NzU3OTE5Mg==/kiaulienos-ispjovos-medalionai-su-karamelizuotais-salotiniais-svogunais-5c5440c30af25.jpg
130,"Sotus, burnoje tirpstantis veršienos kulninės troškinys",4 asm.,https://www.15min.lt/maistas/receptas/sotus-burnoje-tirpstantis-versienos-kulnines-troskinys-7774,https://s1.15min.lt/static/cache/MjIweDIwMCw2OTl4NDc5LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDQ2MzMxMiZkYXRlPTIwMTklMkYwMSUyRjI5LDMyOTI2MTkyNw==/vesienos-kulnines-troskinys-5c503e471f43b.jpg
131,Pomidorinis sviestinių pupelių ir bolivinių balandų troškinys,4 asm.,https://www.15min.lt/maistas/receptas/pomidorinis-sviestiniu-pupeliu-ir-boliviniu-balandu-troskinys-7772,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NDYyNTI2JmRhdGU9MjAxOSUyRjAxJTJGMjgsMTMyNjYzOTE2MA==/pomidorinis-sviestiniu-pupeliu-ir-boliviniu-balandu-troskinys-5c4f20135bb06.jpg
132,Veganiškas raudonųjų lęšių lavašas,2 asm.,https://www.15min.lt/maistas/receptas/veganiskas-raudonuju-lesiu-lavasas-7770,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NDY0MzM0JmRhdGU9MjAxOSUyRjAxJTJGMzAsNDE0MDM3MzIxMg==/raudonuju-lesiu-lavasas-5c515c0c99fd8.jpg
133,Klasikinis balzaminio acto padažas salotoms,4 asm.,https://www.15min.lt/maistas/receptas/klasikinis-balzaminio-acto-padazas-salotoms-7768,https://s1.15min.lt/static/cache/MjIweDIwMCw4NzB4NDUzLDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDQ0OTc2OCZkYXRlPTIwMTklMkYwMSUyRjIyLDEwMzY5MTMwMDc=/ruosiamos-salotos-5c47420a47652.jpg
134,Pikantiškas garstyčių-acto padažas salotoms,4 asm.,https://www.15min.lt/maistas/receptas/pikantiskas-garstyciu-acto-padazas-salotoms-7766,https://s1.15min.lt/static/cache/MjIweDIwMCw5NjJ4ODczLDYxNjE2MyxvcmlnaW5hbCwsaWQ9MjgyMjYwMCZkYXRlPTIwMTclMkYwMiUyRjIzLDY5NzgxNjE4/actas-58af3c4dc4dec.jpg
135,Blynų tortas su varškės kremu ir sūria karamele,4 asm.,https://www.15min.lt/maistas/receptas/blynu-tortas-su-varskes-kremu-ir-suria-karamele-7764,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NDU5NTcyJmRhdGU9MjAxOSUyRjAxJTJGMjYsMTMxMDk4NzY0OQ==/blynu-tortas-su-varskes-kremu-ir-suria-karamele-5c4c5621974bf.jpg
136,Citrininis padažas su čiobreliais,4 asm.,https://www.15min.lt/maistas/receptas/citrininis-padazas-su-ciobreliais-7762,https://s1.15min.lt/static/cache/MjIweDIwMCw5OTR4NzIzLDYxODk3NixvcmlnaW5hbCwsaWQ9MTM3NDUxOCZkYXRlPTIwMTUlMkYwMyUyRjE4LDI3MzI0OTMzNDY=/salotu-padazas-5509875f9f70f.jpg
137,„Piemenėlių pyragą“ primenanti soti mėsos ir daržovių sriuba,6 asm.,https://www.15min.lt/maistas/receptas/piemeneliu-pyraga-primenanti-soti-mesos-ir-darzoviu-sriuba-7760,https://s1.15min.lt/static/cache/MjIweDIwMCw3OTF4NTAyLDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDQ1Njg0MCZkYXRlPTIwMTklMkYwMSUyRjI1LDIwMTA2NTk4MzE=/darzoviu-sriuba-su-malta-jautiena-5c4b1f8467b2e.jpg
